,Цена,Год,Километраж,Количество дверей,Количество мест,Длина,Ширина,Высота,Максимальная скорость,Разгон до 100,Лошадиные силы,Обороты в минуту,Город_ekaterinburg,Город_moskva,Город_novosibirsk,Город_rostov-na-donu,Город_sankt-peterburg,Город_vladivostok,Класс автомобиля_B,Класс автомобиля_C,Класс автомобиля_D,Класс автомобиля_E,Класс автомобиля_F,Класс автомобиля_J,Класс автомобиля_M,Коробка передач_Автомат,Коробка передач_Вариатор,Коробка передач_Механика,Коробка передач_Робот,Тип привода_задний,Тип привода_передний,Тип привода_полный,Тип двигателя_Электро,Тип двигателя_бензиновый,Тип двигателя_гибридный,Тип двигателя_дизельный
731,3730000.0,2023.0,7000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
732,2810000.0,2023.0,1000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
733,1720000.0,2021.0,34000.0,5.0,5.0,4318.0,1831.0,1662.0,174.0,14.0,122.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
735,1810000.0,2021.0,71000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
736,3390000.0,2022.0,14000.0,5.0,5.0,4780.0,1885.0,1730.0,200.0,9.0,197.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
737,2330000.0,2023.0,1000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,143.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
738,1990000.0,2023.0,10000.0,5.0,5.0,4400.0,1831.0,1653.0,188.03164556962025,10.178483835005617,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
740,550000.0,2012.0,167000.0,5.0,5.0,4397.0,1789.0,1470.0,185.0,12.8,126.0,6200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
741,2530000.0,2022.0,33000.0,5.0,5.0,4691.0,1866.0,1660.0,195.0,10.178483835005611,190.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
742,1770000.0,2020.0,109000.0,4.0,5.0,5325.0,1880.0,1830.0,150.0,11.16538461538462,177.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
744,2320000.0,2022.0,24000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
746,7950000.0,2024.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
747,2550000.0,2021.0,50000.0,5.0,7.0,4722.0,1860.0,1705.0,185.0,8.9,186.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
748,2220000.0,2023.0,16000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
749,2970000.0,2024.0,1000.0,5.0,5.0,4691.0,1866.0,1690.0,180.0,11.0,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
752,3730000.0,2023.0,26000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
754,4040000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
755,3830000.0,2023.0,1000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409376,226.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
758,6520000.0,2023.0,7000.0,5.0,5.0,5050.0,1995.0,1750.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
759,4420000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
760,4230000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
761,8580000.0,2023.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
764,3960000.0,2023.0,3000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,8.390163934426234,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
765,490000.0,2014.0,192000.0,4.0,5.0,4635.0,1789.0,1470.0,185.0,12.8,126.0,6200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
767,1090000.0,2017.0,135000.0,5.0,5.0,4419.0,1765.0,1651.0,188.03164556962028,10.178483835005611,126.0,6150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
770,4970000.0,2023.0,10000.0,5.0,5.0,4450.0,1836.0,1572.0,190.0,3.7,428.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
771,2380000.0,2023.0,2000.0,5.0,5.0,4544.0,1831.0,1713.0,188.03164556962025,10.178483835005611,177.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
772,2250000.0,2023.0,11000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,8.6,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
774,1700000.0,2023.0,34000.0,4.0,5.0,4670.0,1825.0,1483.0,210.0,10.178483835005611,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
775,2120000.0,2021.0,33000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
776,2020000.0,2022.0,16000.0,5.0,5.0,4318.0,1831.0,1662.0,190.0,9.7,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
777,4500000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
778,4160000.0,2023.0,1000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409377,226.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
779,4120000.0,2023.0,1000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409377,226.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
780,4450000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
782,4370000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
783,4230000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
784,4010000.0,2023.0,1000.0,5.0,5.0,4775.0,1920.0,1671.0,200.0,8.390163934426232,249.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
785,2630000.0,2023.0,1000.0,5.0,5.0,4380.0,1810.0,1615.0,200.0,7.6,172.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
787,2960000.0,2024.0,1000.0,5.0,5.0,4691.0,1866.0,1660.0,180.0,9.0,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
788,6970000.0,2024.0,1000.0,5.0,5.0,5050.0,1995.0,1750.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
789,2530000.0,2024.0,1000.0,5.0,5.0,4515.0,1865.0,1680.0,190.0,8.1,181.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
791,3030000.0,2023.0,1000.0,5.0,5.0,4535.0,1870.0,1565.0,205.0,10.178483835005611,188.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
792,2670000.0,2022.0,1000.0,5.0,7.0,4780.0,1872.0,1760.0,170.0,8.390163934426232,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
793,2290000.0,2021.0,31000.0,5.0,5.0,4544.0,1831.0,1713.0,188.03164556962028,10.17848383500561,177.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
794,1520000.0,2020.0,37000.0,5.0,5.0,4310.0,1780.0,1680.0,179.16184971098266,11.22996845425868,108.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
795,2770000.0,2023.0,9000.0,5.0,7.0,4722.0,1860.0,1705.0,195.0,8.5,197.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
796,1870000.0,2021.0,42000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,143.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
797,2780000.0,2021.0,57000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
798,1850000.0,2021.0,73000.0,5.0,5.0,4620.0,1846.0,1690.0,180.0,11.0,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
801,6920000.0,2023.0,1000.0,5.0,5.0,5050.0,1995.0,1750.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
802,2290000.0,2021.0,50000.0,5.0,5.0,4620.0,1846.0,1690.0,180.0,11.0,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
803,2190000.0,2020.0,76000.0,5.0,5.0,4519.0,1831.0,1694.0,185.0,13.1,149.0,5300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
805,3980000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
806,2690000.0,2023.0,9000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
807,3830000.0,2023.0,2000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
808,810000.0,2015.0,122000.0,5.0,5.0,4541.0,1833.0,1700.0,170.0,12.0,139.0,5900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
809,2290000.0,2022.0,21000.0,5.0,5.0,4544.0,1831.0,1713.0,188.03164556962028,10.178483835005611,177.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
811,2560000.0,2023.0,1000.0,5.0,5.0,4380.0,1810.0,1615.0,200.0,7.6,172.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
812,950000.0,2016.0,142000.0,5.0,5.0,4541.0,1833.0,1700.0,188.03164556962028,10.17848383500561,140.0,5800.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
813,770000.0,2012.0,125000.0,5.0,5.0,4285.0,1765.0,1715.0,160.0,13.0,119.0,6150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
814,3260000.0,2021.0,46000.0,5.0,7.0,4970.0,1940.0,1788.0,195.0,8.5,249.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
816,1740000.0,2021.0,71000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,143.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
817,3170000.0,2023.0,9000.0,5.0,5.0,4728.0,1845.0,1665.0,210.0,8.390163934426234,224.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
818,1930000.0,2022.0,3000.0,5.0,5.0,4318.0,1831.0,1662.0,190.0,9.7,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
819,3110000.0,2023.0,17000.0,5.0,5.0,4620.0,1910.0,1780.0,180.0,10.0,192.0,6300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
820,2240000.0,2023.0,25000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
822,1930000.0,2019.0,177000.0,5.0,5.0,4620.0,1846.0,1690.0,180.0,11.0,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
823,2070000.0,2023.0,10000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
825,2660000.0,2023.0,1000.0,5.0,5.0,4380.0,1810.0,1615.0,200.0,7.6,174.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
826,2680000.0,2023.0,1000.0,5.0,5.0,4380.0,1810.0,1615.0,200.0,7.6,174.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
827,8120000.0,2023.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
828,2000000.0,2020.0,57000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.17848383500561,190.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
829,1190000.0,2017.0,70000.0,5.0,5.0,4405.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
830,970000.0,2017.0,108000.0,5.0,5.0,4631.0,1893.0,1694.0,180.0,9.8,149.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
831,1770000.0,2017.0,84000.0,5.0,5.0,4649.0,1852.0,1727.0,188.03164556962028,10.17848383500561,143.0,5600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
832,2980000.0,2023.0,1000.0,5.0,5.0,4670.0,1900.0,1705.0,190.0,9.7,174.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
834,1350000.0,2017.0,87000.0,5.0,5.0,4631.0,1893.0,1694.0,188.0,9.3,177.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
835,730000.0,2013.0,126000.0,5.0,5.0,4325.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
836,1910000.0,2020.0,88000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
837,3220000.0,2023.0,1000.0,5.0,5.0,4670.0,1900.0,1705.0,195.0,10.17848383500561,181.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
838,7860000.0,2023.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
839,3080000.0,2023.0,1000.0,5.0,5.0,4535.0,1870.0,1565.0,205.0,10.17848383500561,188.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
840,3830000.0,2023.0,1000.0,5.0,5.0,4775.0,1920.0,1671.0,200.0,7.6,249.0,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
841,4040000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
842,1960000.0,2020.0,56000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
845,2700000.0,2023.0,27000.0,5.0,5.0,4691.0,1866.0,1660.0,195.0,10.178483835005608,190.0,5500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
