,Цена,Год,Километраж,Количество дверей,Количество мест,Длина,Ширина,Высота,Максимальная скорость,Разгон до 100,Лошадиные силы,Обороты в минуту,Город_ekaterinburg,Город_moskva,Город_novosibirsk,Город_rostov-na-donu,Город_sankt-peterburg,Город_vladivostok,Класс автомобиля_B,Класс автомобиля_C,Класс автомобиля_D,Класс автомобиля_E,Класс автомобиля_F,Класс автомобиля_J,Класс автомобиля_M,Коробка передач_Автомат,Коробка передач_Вариатор,Коробка передач_Механика,Коробка передач_Робот,Тип привода_задний,Тип привода_передний,Тип привода_полный,Тип двигателя_Электро,Тип двигателя_бензиновый,Тип двигателя_гибридный,Тип двигателя_дизельный
2195,4230000.0,2023.0,3000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2196,3110000.0,2023.0,1000.0,5.0,5.0,4535.0,1870.0,1565.0,205.0,10.178483835005595,188.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2198,4380000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2199,4110000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2200,1390000.0,2021.0,73000.0,5.0,5.0,4475.0,1840.0,1670.0,180.0,10.178483835005594,150.0,5200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2201,4120000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2202,1420000.0,2021.0,38000.0,5.0,5.0,4310.0,1780.0,1680.0,179.16184971098264,11.229968454258676,108.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2203,4320000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2204,4080000.0,2024.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2205,2330000.0,2022.0,26000.0,5.0,7.0,4722.0,1860.0,1705.0,185.0,8.9,186.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2206,4060000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2207,3970000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2208,1690000.0,2019.0,140000.0,5.0,5.0,4649.0,1852.0,1727.0,188.03164556962037,10.178483835005594,143.0,5600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2209,3320000.0,2023.0,3000.0,5.0,5.0,4653.0,1886.0,1730.0,200.0,8.4,211.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2210,3320000.0,2023.0,3000.0,5.0,5.0,4653.0,1886.0,1730.0,200.0,8.4,211.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2211,3350000.0,2023.0,1000.0,5.0,5.0,4653.0,1886.0,1730.0,200.0,8.4,211.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2212,2350000.0,2023.0,1000.0,5.0,5.0,4472.0,1874.0,1581.0,185.0,9.8,143.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2213,3310000.0,2023.0,1000.0,4.0,5.0,4785.0,1869.0,1469.0,210.0,7.9,190.0,4700.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2214,2530000.0,2023.0,1000.0,5.0,5.0,4380.0,1810.0,1615.0,200.0,7.6,172.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2215,3760000.0,2023.0,1000.0,5.0,5.0,4750.0,1930.0,1625.0,180.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2216,4400000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2218,3640000.0,2023.0,2000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409372,226.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2219,1730000.0,2022.0,69000.0,5.0,5.0,4772.0,1820.0,1492.0,170.0,8.390163934426235,136.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2222,3230000.0,2023.0,5000.0,5.0,5.0,4533.0,1848.0,1699.0,205.0,10.2,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2223,3960000.0,2023.0,1000.0,5.0,5.0,4785.0,2006.0,1880.0,180.0,8.390163934426235,245.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2224,3550000.0,2023.0,15000.0,5.0,5.0,4720.0,1908.0,1701.0,170.0,8.2,177.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2225,4060000.0,2023.0,1000.0,5.0,5.0,4775.0,1920.0,1671.0,200.0,8.390163934426235,249.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2226,3700000.0,2023.0,21000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2228,6580000.0,2023.0,1000.0,5.0,5.0,5050.0,1995.0,1750.0,180.0,5.3,449.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2229,3390000.0,2023.0,1000.0,5.0,5.0,4620.0,1910.0,1780.0,180.0,10.0,192.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2232,3120000.0,2022.0,1000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.178483835005594,190.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2233,3570000.0,2023.0,1000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409372,226.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2234,4090000.0,2023.0,1000.0,5.0,5.0,4450.0,1836.0,1572.0,190.0,3.7,428.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2236,4560000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2237,2770000.0,2022.0,17000.0,5.0,7.0,4722.0,1860.0,1705.0,185.0,8.9,186.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2238,3100000.0,2023.0,1000.0,5.0,5.0,4605.0,1890.0,1700.0,180.0,10.178483835005592,174.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2239,3820000.0,2022.0,16000.0,5.0,5.0,4865.0,1948.0,1695.0,200.0,5.411006711409371,226.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2240,3210000.0,2021.0,54000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2241,4390000.0,2023.0,21000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2242,2050000.0,2022.0,47000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2243,3130000.0,2022.0,23000.0,5.0,5.0,4620.0,1910.0,1780.0,180.0,10.0,192.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2244,3090000.0,2023.0,1000.0,5.0,5.0,4515.0,1870.0,1565.0,188.03164556962037,10.178483835005592,167.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2245,3740000.0,2023.0,1000.0,5.0,5.0,4620.0,1910.0,1780.0,180.0,10.0,192.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2246,2380000.0,2023.0,5000.0,5.0,5.0,4318.0,1831.0,1662.0,190.0,9.7,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2247,2210000.0,2022.0,14000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2248,2140000.0,2020.0,44000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2249,2060000.0,2022.0,19000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,150.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2250,2140000.0,2021.0,28000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2251,2330000.0,2021.0,26000.0,5.0,7.0,4722.0,1860.0,1705.0,185.0,8.9,186.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2252,1990000.0,2020.0,78000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2253,5200000.0,2023.0,7000.0,5.0,7.0,4970.0,1940.0,1788.0,195.0,8.5,249.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2254,3500000.0,2021.0,46000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2255,2660000.0,2021.0,34000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.178483835005592,190.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2256,2850000.0,2021.0,51000.0,5.0,5.0,4775.0,1885.0,1706.0,185.0,9.8,186.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2257,4480000.0,2023.0,1000.0,5.0,5.0,4450.0,1836.0,1572.0,190.0,3.7,428.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2258,4370000.0,2023.0,1000.0,5.0,5.0,4450.0,1836.0,1572.0,190.0,3.7,428.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2259,2280000.0,2021.0,7000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2260,2470000.0,2023.0,14000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2261,4010000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2262,2280000.0,2021.0,42000.0,5.0,5.0,4620.0,1846.0,1690.0,180.0,11.0,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2263,2820000.0,2022.0,10000.0,5.0,7.0,4700.0,1860.0,1705.0,190.0,9.8,147.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2264,1560000.0,2021.0,73000.0,5.0,5.0,4772.0,1820.0,1492.0,170.0,8.390163934426235,136.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2267,1220000.0,2017.0,62000.0,5.0,5.0,4405.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2268,3010000.0,2022.0,19000.0,5.0,5.0,4728.0,1845.0,1665.0,210.0,8.390163934426237,224.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2271,2340000.0,2020.0,55000.0,5.0,5.0,4620.0,1846.0,1690.0,195.0,9.0,190.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2272,2230000.0,2020.0,53000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.390163934426235,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2275,2190000.0,2020.0,31000.0,5.0,5.0,4650.0,1800.0,1745.0,172.39007092198577,11.165384615384625,150.0,4200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2277,540000.0,2013.0,162000.0,5.0,5.0,4285.0,1765.0,1715.0,160.0,13.0,119.0,6150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2278,570000.0,2012.0,159000.0,5.0,5.0,4285.0,1765.0,1715.0,160.0,13.0,119.0,6150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2279,1780000.0,2021.0,74000.0,5.0,5.0,4318.0,1831.0,1662.0,174.0,14.0,122.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2280,2530000.0,2023.0,24000.0,5.0,5.0,4400.0,1830.0,1588.0,188.03164556962037,10.17848383500559,197.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2281,2580000.0,2020.0,21000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.390163934426237,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2282,2660000.0,2023.0,13000.0,5.0,5.0,4515.0,1865.0,1680.0,190.0,8.1,181.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2285,3630000.0,2023.0,1000.0,4.0,5.0,5350.0,1980.0,1875.0,190.0,11.165384615384625,226.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2286,2890000.0,2020.0,38000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.17848383500559,190.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2287,2270000.0,2021.0,62000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.390163934426235,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2289,3640000.0,2021.0,35000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2290,3930000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2291,2180000.0,2020.0,77000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.390163934426237,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2292,8110000.0,2023.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2293,4120000.0,2021.0,25000.0,5.0,7.0,5066.0,1923.0,1822.0,194.06382978723403,7.648275862068967,190.0,5200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2294,690000.0,2013.0,177000.0,5.0,5.0,4325.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2295,3120000.0,2022.0,5000.0,5.0,7.0,4722.0,1860.0,1705.0,185.0,8.9,186.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2296,8390000.0,2023.0,1000.0,5.0,6.0,5080.0,1995.0,1800.0,180.0,5.3,449.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2298,720000.0,2014.0,58000.0,5.0,5.0,4325.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2299,1930000.0,2019.0,18000.0,5.0,5.0,4650.0,1850.0,1695.0,180.0,8.390163934426235,150.0,5500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2300,870000.0,2016.0,140000.0,5.0,5.0,4325.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
